Name,City,RatingStars,OpeningTime
Krispy Kreme - Charing Cross Station,London,5.33,2020-11-08T12:00:00
Candy Cafe,London,5.33,2020-11-08T12:00:00
Krispy Kreme - Holborn,London,5.33,2020-11-08T07:00:00
The Princess of Wales,London,5.33,2020-11-08T17:00:00
Yum Bowl,London,5.33,2020-11-09T10:30:00
itsu - Fleet Street 191,London,5.33,2020-11-09T11:00:00
Firebrand Pizza,London,5.33,2020-11-08T18:00:00
Greggs - Paddington,London,5.33,2020-11-09T07:00:00
Hard Rock Cafe  - Piccadilly Circus,London,5.33,2020-11-08T12:00:00
Tommi's Burger Joint - Soho,London,5.33,2020-11-08T12:00:00
Kennedys Of Goswell Road,London,5.32,2020-11-08T11:30:00
Krispy Kreme - Fleet Street,London,5.31,2020-11-09T10:00:00
Etnacoffee,London,5.3,2020-11-08T12:00:00
Tokyo Sushi,London,5.3,2020-11-08T12:15:00
Aburi Japanese Restaurant,London,5.28,2020-11-08T11:30:00
Wenzel's - Baker Street,London,5.28,2020-11-08T08:00:00
Anima & Cuore,London,5.27,2020-11-10T18:00:00
Mediterranean Grill,London,5.27,2020-11-09T12:00:00
Kalbi Korean BBQ,London,5.27,2020-11-08T18:00:00
Andy's Greek Taverna,London,5.26,2020-11-08T12:00:00
Al Balad,London,5.26,2020-11-08T12:00:00
Taste of China,London,5.25,2020-11-08T12:00:00
Comptoir Libanais - Wigmore Street,London,5.25,2020-11-08T12:00:00
Mio Italian Restaurant,London,5.24,2020-11-09T11:30:00
Cafe Terrace - Indian,London,5.23,2020-11-08T13:00:00
itsu - Chancery Lane,London,5.23,2020-11-09T11:00:00
Mumtaz,London,5.22,2020-11-08T12:00:00
Tree Pan Asian,London,5.22,2020-11-08T17:00:00
The Great Thai Restaurant,London,5.22,2020-11-08T11:00:00
The George and Dragon,London,5.22,2020-11-08T12:00:00
Canton Element,London,5.21,0001-01-01T00:00:00
Masgouf,London,5.21,2020-11-08T12:00:00
Lost Boys Pizza,London,5.2,2020-11-08T17:00:00
KIN,London,5.19,2020-11-08T16:30:00
Siirgista Bros - Baker Street,London,5.19,2020-11-08T17:00:00
Tandis,Belsize Park,5.19,2020-11-08T11:45:00
Warisan Cafe,London,5.19,2020-11-08T12:00:00
Co & Ko Jeon's Kitchen,London,5.19,2020-11-08T12:00:00
The Crown Fish & Chip Bar,London,5.19,2020-11-09T11:00:00
Sussex Fish Bar - Paddington,London,5.19,2020-11-08T12:00:00
The Indian Box,London,5.19,2020-11-08T17:00:00
Dumplings NOW - Southbank,London,5.19,2020-11-08T12:00:00
Survivor Caribbean Restaurant & Takeaway,London,5.18,2020-11-08T10:30:00
Chamisse Lebanese Restaurant & Grill,London,5.18,2020-11-09T11:00:00
itsu - High Holborn,London,5.18,2020-11-09T11:00:00
ASK ITALIAN - Park Street,London,5.17,2020-11-08T12:00:00
Ruby Murray,London,5.17,2020-11-08T17:15:00
Pesantissimo,London,5.17,2020-11-08T12:00:00
La Bell Cuisine,London,5.15,2020-11-10T18:00:00
Mayling Chinese,London,5.15,2020-11-08T12:00:00
Krispy Kreme - Paddington,London,5.14,2020-11-08T10:00:00
New York Pizza,Camden,5.14,2020-11-08T12:00:00
Kish Restaurant,West Hampstead,5.14,2020-11-08T11:00:00
The Fryer's Delight,London,5.14,2020-11-09T12:00:00
Bibimbab Cafe,London,5.14,2020-11-08T10:00:00
White Kitchen,London,5.14,2020-11-08T16:30:00
Dammikas,London,5.13,2020-11-08T12:00:00
Subway® Theobalds Road,London,5.13,2020-11-08T07:00:00
Cinnamon Spice,Regents Park,5.12,2020-11-08T17:30:00
V Burger Camden,London,5.12,2020-11-08T12:00:00
itsu - Brunswick Centre,London,5.11,2020-11-08T12:00:00
YO! - Waterloo Station,London,5.1,0001-01-01T00:00:00
Pabellón Venezuelan Food,London,5.08,2020-11-08T12:00:00
Dragonfly Cafe,London,5.08,2020-11-08T10:50:00
Chettinad Restaurant,London,5.07,2020-11-08T12:00:00
Island Poké - Soho,London,5.07,2020-11-08T12:00:00
Kintan Japanese BBQ,London,5.07,2020-11-08T11:30:00
Moorgate Pizza,London,5.06,2020-11-08T13:00:00
Lucky Cat,London,5.06,2020-11-08T13:00:00
Meat House London,London,5.06,2020-11-08T16:00:00
Little India,London,5.06,2020-11-09T17:30:00
Mr Chan's,London,5.05,2020-11-09T11:30:00
Yum Yum,London,5.05,2020-11-08T11:00:00
Wok and Fire - Camden,London,5.04,2020-11-08T12:00:00
itsu - Southwark Street,London,5.04,2020-11-08T11:00:00
Mr Chinese,London,5.04,2020-11-08T11:30:00
Maharani Camden,Camden,5.04,2020-11-08T18:00:00
Levant,London,5.03,2020-11-08T11:00:00
Gourmet Burger Kitchen (GBK) - St Pauls,London,5.03,2020-11-08T12:00:00
Sushi Zone,London,5.03,2020-11-08T12:00:00
Yamagoya,London,5.03,2020-11-08T12:15:00
Hungry Kitchen,London,5.03,2020-11-08T13:00:00
Akash,London,5.02,2020-11-08T17:30:00
Kish Express,London,5.01,2020-11-08T11:00:00
Chicken Valley,London,5.0,2020-11-08T11:00:00
Tops Pizza,London,5.0,2020-11-08T11:00:00
Greggs - Great Portland Street,Marylebone,5.0,2020-11-09T11:00:00
Mahal,London,5.0,2020-11-08T17:30:00
Dumplings NOW - Bow Bells House,London,5.0,2020-11-09T11:30:00
Nouf Lebanese Restaurant,London,5.0,2020-11-08T12:00:00
Pret a Manger - Berkeley Square,London,5.0,2020-11-08T08:00:00
YORI - Covent Garden,London,5.0,2020-11-08T11:00:00
Fish Plaice Fish & Chips,London,5.0,2020-11-08T11:00:00
Sababa of Soho,London,5.0,2020-11-09T10:00:00
Agra Restaurant,London,5.0,2020-11-08T18:00:00
City Delight,London,5.0,2020-11-08T15:00:00
Subway® Embankment,VILLIERS ST LONDON,5.0,2020-11-08T06:30:00
Keto Catering ltd,London,5.0,2020-11-09T11:00:00
Sushi Essence,London,4.98,2020-11-08T17:00:00
itsu - Victoria Street 163,London,4.96,2020-11-08T11:00:00
itsu - Piccadilly 167,London,4.95,2020-11-08T12:00:00
Asia Village,London,4.95,2020-11-08T15:00:00
Citadel Of Erbil,London,4.95,2020-11-08T10:00:00
Ila Vegan & Veg,London,4.95,2020-11-08T10:00:00
itsu - Camden High Street,London,4.94,2020-11-08T11:00:00
The Pizza Club Kilburn,London,4.93,2020-11-08T11:30:00
YO! - Russell Square,Bloomsbury,4.93,0001-01-01T00:00:00
Red Spice,London,4.93,2020-11-08T17:00:00
Albertini Restaurant,London,4.93,2020-11-08T13:00:00
Shanghai Express,London,4.93,2020-11-08T13:45:00
Colbeh Persian Cuisine,London,4.92,2020-11-08T12:00:00
You Me Sushi,Regents Park,4.92,2020-11-08T11:00:00
Chowpatty..!,London,4.92,2020-11-08T16:30:00
Pret a Manger - York Way,London,4.91,2020-11-09T07:00:00
Al Prince,London,4.9,2020-11-09T16:00:00
Le Gourmet,London,4.9,2020-11-08T12:00:00
Sanxia,London,4.9,2020-11-08T12:00:00
N1 Curry House,London,4.89,2020-11-08T16:30:00
City Pizzeria,London,4.89,2020-11-08T07:00:00
itsu - 313 Regent Street,London,4.88,2020-11-08T11:00:00
Pret a Manger - Euston Tower,London,4.88,2020-11-09T07:00:00
Kung Food,London,4.88,2020-11-08T16:50:00
Pret a Manger - Great Portland Street 140,London,4.87,2020-11-08T07:00:00
Shaheen Tandoori,London,4.87,2020-11-08T13:00:00
Bar Bruno,London,4.87,2020-11-08T07:00:00
Yummy Yan,London,4.87,2020-11-08T16:15:00
Micky’s Fish Bar & Kebab Restaurant,London,4.87,2020-11-08T11:00:00
Lin's Restaurant & Bar,London,4.86,2020-11-08T12:00:00
Subway® - Holborn Viaduct,London,4.86,2020-11-08T09:00:00
Krispy Kreme - Waterloo,London,4.85,2020-11-08T10:00:00
Oriental Dragon Restaurant,London,4.85,2020-11-08T11:00:00
Cafe Terrace,London,4.85,2020-11-08T13:00:00
Shanghai Modern,London,4.84,2020-11-08T12:00:00
Monsoon,London,4.84,2020-11-08T17:00:00
Caribbean Delight,London,4.84,2020-11-08T11:00:00
Subway® Shaftesbury Avenue,London,4.84,2020-11-08T07:00:00
Golden Hind,London,4.84,2020-11-09T12:00:00
The Table Café,London,4.84,2020-11-08T08:45:00
Sticky Mango,London,4.84,2020-11-08T15:00:00
Bali Bali Restaurant,London,4.83,2020-11-09T12:00:00
The Grill,London,4.83,2020-11-08T12:00:00
The Little Green Thai Kitchen @ The Rugby Tavern,London,4.82,2020-11-09T12:00:00
Reina Bar & Kitchen,London,4.82,2020-11-08T12:00:00
YO! - St Pauls,London,4.81,0001-01-01T00:00:00
Micky’s Fish and Chips,London,4.81,2020-11-08T11:00:00
Holy Cow,London,4.8,2020-11-08T17:00:00
The Exmouth Arms - Starcross St,London,4.8,2020-11-08T12:00:00
Kent Cafe,London,4.8,2020-11-08T07:00:00
Al Kababgi Mezze & Grill,London,4.8,2020-11-08T12:00:00
Beats Burgers - Camden,London,4.79,2020-11-08T12:00:00
You Me Sushi,London,4.79,2020-11-08T11:00:00
Pret a Manger - Praed Street,London,4.79,2020-11-08T08:00:00
Four Season Express,London,4.79,2020-11-08T13:00:00
Nenno,London,4.78,2020-11-08T17:00:00
itsu - Baker Street 15,London,4.78,2020-11-08T12:00:00
The Rajdoot,London,4.78,2020-11-08T12:00:00
Chillies Restaurant & Takeaway,London,4.77,0001-01-01T00:00:00
Basilico Marylebone,London,4.76,2020-11-08T11:00:00
Francino Pizza,Holloway,4.76,2020-11-08T11:30:00
Yatri,London,4.76,2020-11-08T12:00:00
Poke Zone,London,4.76,2020-11-08T11:00:00
Birdbox - Praed Street,London,4.76,2020-11-08T12:00:00
Bindas Eatery,London,4.75,2020-11-08T12:00:00
Krispy Kreme - Baker Street,London,4.75,2020-11-08T12:00:00
Punjab Indian,London,4.75,2020-11-08T17:00:00
Great Suffolk St Taxi Cafe,London,4.75,2020-11-08T13:00:00
Gourmet Burger Kitchen (GBK) - Brunswick,London,4.74,2020-11-08T12:00:00
Pret a Manger - Camden,London,4.74,2020-11-08T09:00:00
Feng Sushi - Notting Hill Gate,London,4.74,2020-11-08T12:00:00
Roosters Piri Piri - Hoxton,London,4.73,2020-11-08T11:30:00
ASK ITALIAN - SPRING STREET,London,4.72,2020-11-08T12:00:00
Chicken Hub & Pizza Hub - Paddington,London,4.71,2020-11-08T10:00:00
Strand Tandoori,London,4.7,2020-11-08T12:00:00
IBU Malaysian,London,4.69,2020-11-08T12:00:00
Crystal Fish Bar & Kebabs,Maida Vale,4.69,2020-11-08T11:00:00
Ragam,London,4.68,2020-11-08T12:00:00
Pieminister - Leather Lane,London,4.67,2020-11-09T12:00:00
50 Kalò di Ciro Salvo Pizzeria,London,4.67,2020-11-08T12:00:00
Pieminister - Gabriels Wharf,London,4.67,2020-11-08T12:00:00
Viet,London,4.67,2020-11-08T12:00:00
Kennedys Of Barbican,London,4.67,2020-11-11T16:30:00
Zizzi - Paddington Street - Marylebone,London,4.67,2020-11-08T12:00:00
Les Filles Kitchen - Paddington,London,4.67,2020-11-08T08:00:00
49 Cafe,London,4.67,2020-11-09T07:00:00
Poppies Fish and Chips Soho,London,4.67,2020-11-08T11:00:00
Canton Element Kings Cross,London,4.67,2020-11-08T12:00:00
The Mughal's Indian Restaurant,London,4.67,2020-11-08T16:00:00
Depa Tandoori Restaurant,London,4.67,2020-11-08T18:00:00
Fresco Box,London,4.67,2020-11-08T17:00:00
Kim Klan,London,4.66,2020-11-08T11:00:00
Hot and Spicy Malaysia,Islington,4.61,2020-11-08T12:00:00
Goswell Best Charcoal Grill,London,4.61,2020-11-09T14:00:00
Zonzo Restaurant,Paddington,4.6,2020-11-08T16:00:00
Kim Klan New,London,4.59,2020-11-08T12:00:00
Lahore Grill,Paddington,4.59,2020-11-08T11:30:00
Rio's Piri Piri - Marylebone,London,4.58,2020-11-08T12:00:00
Neds Noodle Bar SE1,London,4.58,2020-11-08T12:00:00
Sizzle & Spice,London,4.57,2020-11-08T12:15:00
Greggs - Leather Lane,London,4.57,2020-11-08T08:00:00
Subway® Baker Street,London,4.57,2020-11-08T10:30:00
Wok to Walk - Baker St,London,4.57,2020-11-08T11:00:00
"Wraps, Pittas & Buns - Hoxton",London,4.57,2020-11-08T11:30:00
Kalamaki,London,4.56,2020-11-08T11:30:00
Noura Restaurant,London,4.56,2020-11-08T11:00:00
Poppies Fish and Chips Camden,London,4.55,2020-11-08T11:00:00
Beijing,London,4.55,2020-11-08T17:00:00
Indian City,London,4.53,2020-11-09T12:00:00
Bombay Spice,London,4.53,2020-11-08T12:00:00
Subway® Barbican,London,4.53,2020-11-08T07:00:00
Drummond Villa,London,4.52,2020-11-08T17:00:00
Rusty Indian,London,4.52,2020-11-08T17:00:00
Fantasia Palace,London,4.52,2020-11-08T12:00:00
Chicken Cottage - Holborn,London,4.52,2020-11-08T10:00:00
Subway® Strutton Ground,London,4.52,2020-11-08T07:00:00
Amorino - Long Acre,London,4.5,2020-11-08T14:30:00
itsu - Tottenham Court Road 53,London,4.5,2020-11-09T11:00:00
Hankies Marble Arch,London,4.5,2020-11-08T12:00:00
The Posh Burger Co,London,4.5,2020-11-08T17:00:00
Conchiglia,London,4.5,2020-11-08T12:00:00
Kebab Centre,London,4.5,2020-11-08T12:00:00
Seoul90 Korean Restaurant,London,4.5,2020-11-09T11:30:00
Firezza Islington,London,4.5,2020-11-08T12:00:00
Soho Hobsons Fish Chips,London,4.5,2020-11-08T12:00:00
Beiteddine Express,London,4.5,2020-11-08T11:00:00
Hiba Lebanese Restaurant,London,4.48,2020-11-08T12:15:00
Mooboo Bubble Tea - Camden,London,4.47,2020-11-08T11:00:00
LebanEats,London,4.47,2020-11-08T09:00:00
LebanEats,London,4.45,2020-11-08T11:00:00
Fushan,London,4.44,2020-11-08T12:00:00
Island Poké - Southbank,London,4.44,2020-11-08T12:00:00
Pret a Manger - Paternoster Square,London,4.44,2020-11-09T07:00:00
Rico Burrito,London,4.44,2020-11-08T12:00:00
Subway® Cannon Street,London,4.43,2020-11-08T07:00:00
Fortune Express,London,4.43,2020-11-08T11:30:00
"Pret a Manger - Islington, Angel Central",London,4.43,2020-11-08T09:00:00
N1 Grill,London,4.43,2020-11-08T12:00:00
Pinner Cafe,London,4.43,2020-11-09T07:00:00
Bagel Factory - Waterloo,London,4.42,2020-11-08T10:30:00
King Of Wings - Farringdon,London,4.41,2020-11-08T12:00:00
Biryani Guys UK,London,4.4,2020-11-08T18:00:00
German Doner Kebab - Camden,London,4.4,2020-11-08T11:00:00
Capital Kebab House,London,4.4,2020-11-08T12:00:00
London Kebab,London,4.39,2020-11-08T12:00:00
Zizzi - Victoria,London,4.39,2020-11-08T12:00:00
Cheeky Chicos,London,4.38,0001-01-01T00:00:00
Band of Burgers,London,4.38,2020-11-08T17:00:00
Salaam Namaste,London,4.37,2020-11-08T17:30:00
Fish Central Restaurant,London,4.36,2020-11-09T11:30:00
Baraka Piri Piri,London,4.35,2020-11-08T12:00:00
Pizza Hut Restaurants - Russell Square,London,4.35,2020-11-08T12:00:00
Fusion Grill,London,4.35,2020-11-08T16:30:00
VietCafe Haymarket,London,4.34,2020-11-09T12:00:00
Maharaja Of India,London,4.34,2020-11-08T15:00:00
Island Poké - Bank,London,4.34,2020-11-09T12:00:00
Mr. Ma,Southwark,4.34,2020-11-08T17:00:00
Wrap City,London,4.33,2020-11-08T16:00:00
Garfunkel's - Tottenham Court Road,London,4.33,2020-11-08T12:00:00
Yazu Sushi,London,4.33,2020-11-09T12:00:00
The Old Street Chinese Restaurant,London,4.33,2020-11-08T12:00:00
Subway® Harewood Place,London,4.33,2020-11-08T08:00:00
ELIA - Greek Street Food,London,4.33,2020-11-08T12:00:00
CLUXXX IT - Camden Town,London,4.33,2020-11-08T11:30:00
Sushi Sashimi,London,4.33,2020-11-09T11:30:00
Sushi Fabrique,London,4.33,2020-11-08T11:30:00
Maroush Express Edgware Road,London,4.32,2020-11-08T12:00:00
Fresh Gourmet Pizza,London,4.32,2020-11-08T09:15:00
Shikara,London,4.31,2020-11-08T16:00:00
The Kati Roll Company,London,4.3,2020-11-09T12:00:00
Pret a Manger - Brompton Road,London,4.29,2020-11-08T09:00:00
Amjadia Indian Restaurant,London,4.29,2020-11-08T13:00:00
The Halal Guys - Irving Street,London,4.29,2020-11-08T11:00:00
Las Iguanas Brunswick,London,4.28,2020-11-08T12:00:00
Fast Break - Kozzy,London,4.27,2020-11-08T07:00:00
China Express,London,4.26,2020-11-08T13:15:00
Ecco Pizza,London,4.25,2020-11-08T10:00:00
Garfunkel's - Cockspur Street,London,4.25,2020-11-08T12:00:00
Pret a Manger - St Martin's Lane,London,4.25,2020-11-08T07:30:00
Freej Swaileh Kuwaiti Foods Knightsbridge,London,4.25,2020-11-08T12:00:00
Maroush Vere Street,London,4.24,2020-11-08T11:00:00
Greggs - Ludgate Hill,London,4.23,2020-11-08T08:00:00
Subway® Paddington,London,4.21,2020-11-08T10:30:00
Chicking,London,4.21,2020-11-08T12:00:00
Slim Chickens - Bond Street,London,4.21,2020-11-08T10:30:00
Go-Go-Gourmet Pizza,London,4.21,2020-11-08T09:15:00
Burger King - Marylebone Station,London,4.2,2020-11-08T11:00:00
Subway® - 4 Camden Road,London,4.2,2020-11-08T10:30:00
Westminster Kitchen,London,4.18,2020-11-08T08:00:00
Taco Bell - Holborn,London,4.18,2020-11-08T11:00:00
Namaaste Kitchen,Regents Park,4.17,2020-11-08T17:30:00
Wildwood - Bow st,London,4.17,2020-11-08T12:00:00
Veggie Pret - Exmouth Market,London,4.17,2020-11-09T08:00:00
Gourmet Burger Kitchen (GBK) - Waterloo,London,4.15,2020-11-08T12:15:00
Barbar Lebanese Grill,London,4.15,2020-11-08T12:00:00
Cafe Helen,London,4.15,2020-11-08T15:00:00
Burger King Kings Cross,London,4.14,2020-11-08T10:30:00
Siirgista Bros - Piccadilly,London,4.13,2020-11-08T12:00:00
Pret a Manger - Horseferry Road,London,4.12,2020-11-08T07:30:00
Subway® Tottenham Court Road,London,4.12,2020-11-08T07:00:00
Stack & Grill by Cafe Rouge - St. Pauls,London,4.12,2020-11-08T11:40:00
Garfunkel's - Northumberland Avenue,London,4.12,2020-11-08T12:00:00
Blessed West Indian Takeaway,London,4.11,2020-11-08T17:35:00
L'angelo cafe,London,4.11,2020-11-09T07:00:00
Birdbox - Burleigh House The Strand,London,4.11,2020-11-08T12:00:00
Pizza Hut Restaurants - Marble Arch,London,4.11,2020-11-08T11:30:00
Dumplings NOW - Covent Garden,London,4.11,2020-11-08T12:00:00
Maroush - Edgware Road,London,4.11,2020-11-08T12:00:00
Crêpeaffaire - Islington,London,4.1,2020-11-08T09:00:00
Stacks - Praed Street,London,4.1,2020-11-08T12:00:00
Subway® Goodge Street,London,4.09,2020-11-08T07:00:00
Hokkaido,London,4.09,2020-11-08T17:00:00
Woburn Tandoori,London,4.07,2020-11-08T12:00:00
Jamon Jamon,London,4.07,2020-11-08T12:00:00
Tinseltown - Farringdon,London,4.05,2020-11-08T12:00:00
Pinkberry,London,4.05,2020-11-08T12:00:00
Rainbow Smoothies,London,4.05,2020-11-07T17:00:00
Subway® Maddox Street,London,4.05,2020-11-08T07:00:00
Malic's Peri Peri,London,4.05,2020-11-08T12:00:00
Woody Grill,London,4.05,2020-11-08T11:15:00
Hozi,London,4.04,2020-11-08T12:00:00
The Steam Engine - Cosser St,London,4.04,2020-11-08T09:00:00
Pizza & Chicken Zone,London,4.04,2020-11-08T12:00:00
ICCO Pizza,London,4.03,2020-11-08T12:00:00
Tinseltown - Great Portland Street,London,4.02,2020-11-08T12:00:00
ICCO Pizza - Camden,London,4.01,2020-11-08T10:00:00
Monga,London,4.0,2020-11-08T11:30:00
Toi & Moi Cafe,London,4.0,2020-11-08T08:00:00
BARONYS - Bar & Kitchen,London,4.0,2020-11-10T17:00:00
inamo - Soho,London,4.0,2020-11-09T16:00:00
Kin,London,4.0,2020-11-08T09:30:00
Cut and Grind Burgers,London,4.0,2020-11-08T12:00:00
Al-Dhiyafa,London,4.0,2020-11-08T11:00:00
German Doner Kebab - Islington,London,3.99,2020-11-08T10:00:00
Milkman,London,3.98,2020-11-08T15:00:00
Mestizo,London,3.98,2020-11-08T12:00:00
Al Dente,London,3.97,2020-11-08T11:30:00
